Brand,Year,Kilometers,Fuel,Transmission,Owner,Mileage,Engine,Power,Seats,Price
Mercedes-Benz,2019,20483,Diesel,Automatic,First,17.9,2143,136,5,30.3
Mercedes-Benz,2017,39000,Diesel,Automatic,First,17.9,2143,136,5,27
Mercedes-Benz,2015,13500,Diesel,Automatic,First,17.9,2143,136,5,25.51
Mercedes-Benz,2016,26212,Diesel,Automatic,First,17.9,2143,136,5,24.46
Mercedes-Benz,2017,16500,Diesel,Automatic,First,17.9,2143,136,5,34
Mercedes-Benz,2019,15976,Diesel,Automatic,First,17.9,2143,136,5,36.76
Mercedes-Benz,2016,60000,Diesel,Automatic,Second,17.9,2143,136,5,17.55
Mercedes-Benz,2017,50794,Diesel,Automatic,First,17.9,2143,170,5,43.3
Hyundai,2008,46000,Petrol,Manual,Second,17.92,1086,62.1,5,2.22
Hyundai,2009,80227,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Hyundai,2013,31000,Petrol,Manual,First,17.92,1086,62.1,5,1.75
Hyundai,2014,41125,Petrol,Manual,First,17.92,1086,62.1,5,2.7
Hyundai,2007,69775,Petrol,Manual,Second,17.92,1086,62.1,5,1.85
Hyundai,2010,35008,Petrol,Manual,First,17.92,1086,62.1,5,1.36
Hyundai,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5,2.25
Hyundai,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Hyundai,2012,43337,Petrol,Manual,First,17.92,1086,62.1,5,3.32
Hyundai,2008,80931,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Hyundai,2010,115000,Petrol,Manual,Second,17.92,1086,62.1,5,1.5
Hyundai,2012,79000,Petrol,Manual,Second,17.92,1086,62.1,5,1.6
Hyundai,2012,53000,Petrol,Manual,First,17.92,1086,62.1,5,2.35
Hyundai,2009,136642,Petrol,Manual,Second,17.92,1086,62.1,5,1.55
Hyundai,2011,60000,Petrol,Manual,First,17.92,1086,62.1,5,2.59
Hyundai,2010,75000,Petrol,Manual,Second,17.92,1086,62.1,5,1.7
Hyundai,2009,42000,Petrol,Manual,First,17.92,1086,62.1,5,1.45
Hyundai,2013,60000,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Honda,2016,54944,Petrol,Manual,First,18,1198,86.7,5,4.82
Honda,2017,15000,Petrol,Automatic,First,18,1497,117.3,5,12.69
Honda,2015,52516,Petrol,Manual,First,18,1198,86.7,5,4.65
Honda,2015,79000,Petrol,Manual,First,18,1198,86.7,5,4
Honda,2015,41950,Petrol,Automatic,First,18,1497,117.3,5,9.6
Honda,2016,9000,Petrol,Manual,First,18,1198,86.7,5,5.75
Honda,2015,18955,Petrol,Automatic,First,18,1497,117.3,5,10.65
Honda,2015,30000,Petrol,Automatic,First,18,1497,117.3,5,8.65
Honda,2014,48000,Petrol,Manual,First,18,1198,86.7,5,2.75
Honda,2016,58197,Petrol,Automatic,First,18,1497,117.3,5,9.19
Honda,2018,22974,Petrol,Automatic,First,18,1497,117.3,5,11.97
Honda,2016,60475,Petrol,Automatic,First,18,1497,117.3,5,9.1
Honda,2013,40000,Petrol,Manual,First,18,1198,86.7,5,2.9
Honda,2017,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29
Honda,2016,8000,Petrol,Automatic,First,18,1497,117.3,5,9.45
Honda,2013,47000,Petrol,Manual,First,18,1198,86.7,5,4.15
Honda,2015,32896,Petrol,Automatic,First,18,1497,117.3,5,8.9
Honda,2017,17000,Petrol,Automatic,First,18,1497,117.3,5,11.6
Honda,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,7.41
Honda,2018,20300,Petrol,Automatic,First,18,1497,117.3,5,14.21
Honda,2015,52513,Petrol,Manual,First,18,1198,86.7,5,4.65
Mercedes-Benz,2019,9312,Diesel,Automatic,First,18,2987,258,5,78.8
Honda,2014,66355,Petrol,Manual,First,18,1198,86.7,5,4.12
Honda,2014,69876,Petrol,Manual,First,18,1198,86.7,5,3.9
Honda,2013,44000,Petrol,Manual,Second,18,1198,86.7,5,4.35
Honda,2014,44753,Petrol,Manual,First,18,1198,86.7,5,4.94
Honda,2015,42000,Petrol,Manual,Second,18,1198,86.7,5,4.3
Honda,2014,72411,Petrol,Manual,First,18,1198,86.7,5,4.25
Honda,2015,50000,Petrol,Automatic,First,18,1497,117.3,5,8.25
Honda,2015,19000,Petrol,Automatic,First,18,1497,117.3,5,8.95
Honda,2017,32005,Petrol,Manual,First,18,1198,86.7,5,4.25
Honda,2017,35000,Petrol,Automatic,First,18,1497,117.3,5,7.7
Honda,2015,51000,Petrol,Automatic,First,18,1497,117.3,5,7.9
Honda,2018,4500,Petrol,Automatic,First,18,1497,117.3,5,12.5
Honda,2015,51361,Petrol,Manual,First,18,1198,86.7,5,4.94
Honda,2017,32006,Petrol,Manual,First,18,1198,86.7,5,4.25
Honda,2016,14000,Petrol,Automatic,First,18,1497,117.3,5,11.5
Honda,2013,40000,Petrol,Manual,First,18,1198,86.7,5,3.25
Honda,2014,48000,Petrol,Manual,First,18,1198,86.7,5,4.75
Honda,2017,12538,Petrol,Automatic,First,18,1497,117.3,5,12.5
Honda,2014,82329,Petrol,Automatic,First,18,1497,117.3,5,7.5
Honda,2014,48997,Petrol,Manual,Second,18,1198,86.7,5,5.21
Honda,2015,34327,Petrol,Manual,First,18,1198,86.7,5,5.4
Honda,2014,29000,Petrol,Manual,First,18,1198,86.7,5,4.25
Honda,2016,42666,Petrol,Automatic,First,18,1497,117.3,5,8.95
Honda,2016,6714,Petrol,Manual,First,18,1198,86.7,5,4.75
Honda,2017,37578,Petrol,Manual,First,18,1198,86.7,5,6.14
Honda,2014,41210,Petrol,Manual,First,18,1198,86.7,5,4.4
Honda,2016,25000,Petrol,Automatic,First,18,1497,117.3,5,9.45
Honda,2018,34696,Petrol,Automatic,First,18,1497,117.3,5,12.08
Honda,2016,17362,Petrol,Manual,First,18,1198,86.7,5,5.65
Honda,2016,39854,Petrol,Manual,First,18,1198,86.7,5,5.64
Honda,2015,53497,Petrol,Manual,First,18,1198,86.7,5,5.45
Honda,2019,22321,Petrol,Automatic,First,18,1497,117.3,5,11.66
Honda,2015,47234,Petrol,Manual,First,18,1198,86.7,5,5.09
Mahindra,2018,2500,Diesel,Manual,First,18.06,2523,63,7,8.25
Mahindra,2019,13024,Diesel,Manual,First,18.06,2523,63,7,9.11
Mercedes-Benz,2016,22732,Petrol,Automatic,First,18.1,3498,306,2,55.54
Mercedes-Benz,2015,10000,Petrol,Automatic,First,18.1,3498,306,2,55
Hyundai,2008,120000,Diesel,Manual,Second,18.1,1493,110,5,2
Hyundai,2008,150000,Diesel,Manual,First,18.1,1493,110,5,3
Hyundai,2009,160000,Diesel,Manual,Second,18.1,1493,110,5,3.5
BMW,2016,19658,Diesel,Automatic,First,18.12,1995,190,5,35.84
BMW,2014,35000,Diesel,Automatic,Second,18.12,1995,190,5,23
BMW,2016,63111,Diesel,Automatic,Second,18.12,1995,190,5,30.8
BMW,2017,19543,Diesel,Automatic,First,18.12,1995,190,5,40.5
BMW,2018,7000,Diesel,Automatic,First,18.12,1995,190,5,46
BMW,2016,44001,Diesel,Automatic,First,18.12,1995,190,5,34.51
BMW,2016,30000,Diesel,Automatic,Second,18.12,1995,190,5,31.5
Ford,2019,1000,Petrol,Manual,First,18.12,1196,86.8,5,6.8
BMW,2015,14000,Diesel,Automatic,First,18.12,1995,190,5,35
BMW,2016,76467,Diesel,Automatic,First,18.12,1995,190,5,30.45
BMW,2014,32000,Diesel,Automatic,First,18.12,1995,190,5,30.5
BMW,2013,40714,Diesel,Automatic,Second,18.12,1995,190,5,24.75
Mahindra,2017,52000,Petrol,Manual,First,18.15,1198,82,5,4.85
Mahindra,2017,24806,Petrol,Manual,First,18.15,1198,82,6,5.6
Mahindra,2017,43000,Petrol,Manual,First,18.15,1198,82,5,4.5
Mahindra,2016,24025,Petrol,Manual,First,18.15,1198,82,6,4.1
Mahindra,2016,13500,Petrol,Manual,First,18.15,1198,82,6,3.75
Mahindra,2018,15900,Petrol,Manual,First,18.15,1198,82,6,6.25
Mahindra,2018,42000,Petrol,Manual,First,18.15,1198,82,6,5.5
Mahindra,2017,29085,Petrol,Manual,First,18.15,1198,82,6,5.84
Ford,2018,3678,Petrol,Manual,First,18.16,1196,86.8,5,6.8
Ford,2017,28854,Petrol,Manual,First,18.16,1196,86.8,5,6.7
Ford,2017,25095,Petrol,Manual,First,18.16,1196,86.8,5,6.48
Toyota,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,7.27
Ford,2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5
Ford,2017,39419,Petrol,Manual,First,18.16,1196,86.8,5,4.95
Ford,2017,21740,Petrol,Manual,First,18.16,1196,86.8,5,6.42
Ford,2018,24237,Petrol,Manual,First,18.16,1196,86.8,5,6.7
Ford,2017,30933,Petrol,Manual,First,18.16,1196,86.8,5,5.84
Ford,2015,32200,Petrol,Manual,Second,18.16,1196,86.8,5,4.25
Ford,2018,32709,Petrol,Manual,First,18.16,1196,86.8,5,6.46
Ford,2016,18000,Petrol,Manual,First,18.16,1196,86.8,5,4.9
Ford,2017,23977,Petrol,Manual,First,18.16,1196,86.8,5,5.38
Ford,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,4.85
Volkswagen,2014,61529,Petrol,Automatic,First,18.19,1197,103.5,5,5.65
Volkswagen,2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5,5.95
Honda,2011,46000,Petrol,Manual,First,18.2,1199,88.7,5,4.5
Maruti,2010,39300,Petrol,Manual,First,18.2,998,67.1,5,2.25
Honda,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,4.85
Honda,2018,20024,Petrol,Manual,First,18.2,1199,88.7,5,8.46
Maruti,2007,60000,Petrol,Manual,Second,18.2,1061,64,5,1.65
Maruti,2011,25805,Petrol,Manual,First,18.2,1061,64,5,2.62
Maruti,2007,42000,Petrol,Manual,Third,18.2,998,67.1,5,1.3
Honda,2016,31378,Petrol,Manual,First,18.2,1199,88.7,5,5.9
Honda,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5,6.3
Maruti,2008,138000,Petrol,Manual,First,18.2,1061,64,5,1.2
Maruti,2007,75180,Petrol,Manual,First,18.2,1061,64,5,1.65
Maruti,2007,64000,Petrol,Manual,First,18.2,998,67.1,5,1.11
Honda,2017,36973,Petrol,Manual,First,18.2,1199,88.7,5,6.8
Honda,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,7.9
Maruti,2010,23000,Petrol,Manual,First,18.2,1061,64,5,1.9
Maruti,2012,59293,Petrol,Manual,First,18.2,998,67.1,5,2.7
Maruti,2009,63000,Petrol,Manual,Second,18.2,998,67.1,5,1.25
Hyundai,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9
Audi,2015,45000,Diesel,Automatic,First,18.25,1968,187.74,5,25
Audi,2015,13506,Diesel,Automatic,First,18.25,1968,187.74,5,21.66
Audi,2017,14000,Diesel,Automatic,First,18.25,1968,187.74,5,43
Audi,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5,24.37
Audi,2013,58629,Diesel,Automatic,Second,18.25,1968,187.74,5,16.52
Toyota,2012,29605,Petrol,Manual,First,18.3,1197,null,5,2.44
Toyota,2012,24500,Petrol,Manual,Second,18.3,,,,2.95
Toyota,2011,42118,Petrol,Manual,First,18.3,1197,null,5,2.19
Volkswagen,2011,95000,Diesel,Automatic,Second,18.33,1968,167.7,5,8.5
Volkswagen,2012,72000,Diesel,Automatic,First,18.33,1968,167.7,5,6
Volkswagen,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,7.5
Volkswagen,2011,42500,Diesel,Automatic,First,18.33,1968,167.7,5,5.25
Volkswagen,2010,52000,Diesel,Automatic,First,18.33,1968,167.7,5,9
Honda,2012,79000,Petrol,Manual,First,18.4,1198,86.8,5,2.9
Honda,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5,3.74
Honda,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3
Honda,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,2.75
Honda,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,2.75
BMW,2015,64000,Diesel,Automatic,First,18.48,1995,177,5,28
BMW,2012,59900,Diesel,Automatic,Second,18.48,1995,177,5,18.5
BMW,2013,76000,Diesel,Automatic,First,18.48,1995,177,5,19
BMW,2013,78000,Diesel,Automatic,First,18.48,1995,177,5,19.5
BMW,2014,64158,Diesel,Automatic,First,18.48,,,,17.89
BMW,2012,95000,Diesel,Automatic,Second,18.48,,,,18
BMW,2009,79000,Diesel,Automatic,First,18.48,1995,177,5,15
BMW,2011,95995,Diesel,Automatic,First,18.48,1995,177,5,15.5
BMW,2008,81000,Diesel,Automatic,Second,18.48,,,,10.5
BMW,2012,90000,Diesel,Automatic,First,18.48,,,,14.5
BMW,2012,72000,Diesel,Automatic,Third,18.48,,,,13.85
BMW,2010,170000,Diesel,Automatic,Third,18.48,1995,177,5,12
Mahindra,2017,47357,Diesel,Automatic,First,18.49,1493,100,7,8.37
Mahindra,2018,55594,Diesel,Manual,First,18.49,1493,100,7,8.48
Mahindra,2016,47035,Diesel,Manual,First,18.49,1493,100,7,6.95
Mahindra,2017,30000,Diesel,Automatic,First,18.49,1493,100,7,8.2
Mahindra,2017,49404,Diesel,Manual,First,18.49,1493,100,7,7.36
Mahindra,2017,57259,Diesel,Manual,First,18.49,1493,100,7,8.87
Mahindra,2017,22251,Diesel,Manual,First,18.49,1493,100,7,8.75
Mahindra,2016,67000,Diesel,Manual,First,18.49,1493,100,7,6.3
Mahindra,2017,56380,Diesel,Manual,First,18.49,1493,100,7,7.57
Hyundai,2010,45807,Petrol,Manual,First,18.5,1197,80,5,1.87
Hyundai,2014,35487,Petrol,Manual,First,18.5,1197,82.9,5,4.74
Hyundai,2014,30180,Petrol,Manual,First,18.5,1197,82.85,5,4.65
Honda,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5,3.13
Hyundai,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3
Maruti,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,6.2
Maruti,2011,67000,Petrol,Manual,Second,18.5,1197,85.8,5,2.25
Hyundai,2015,59000,Petrol,Manual,First,18.5,1197,80,5,5.75
Maruti,2013,57717,Petrol,Manual,First,18.5,1197,85.8,5,4.31
Hyundai,2010,67714,Petrol,Manual,First,18.5,1197,80,5,3.25
Maruti,2011,50000,Petrol,Manual,Second,18.5,1197,85.8,5,1.5
Maruti,2013,35433,Petrol,Manual,First,18.5,1197,85.8,5,4.2
Hyundai,2010,18000,Petrol,Manual,First,18.5,1197,80,5,2.25
Hyundai,2015,35000,Petrol,Manual,First,18.5,1197,80,5,4.6
Hyundai,2010,65000,Petrol,Manual,First,18.5,1197,80,5,3
Hyundai,2010,18000,Petrol,Manual,First,18.5,1197,80,5,2.3
Hyundai,2013,63777,Petrol,Manual,First,18.5,1197,82.9,5,3.67
Maruti,2016,62000,Petrol,Manual,First,18.5,1197,85.8,5,3.2
Maruti,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,3.95
Hyundai,2011,37442,Petrol,Manual,First,18.5,1197,80,5,3.4
Maruti,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,3.69
Hyundai,2012,37000,Petrol,Manual,First,18.5,1197,80,5,2.65
Hyundai,2011,82000,Petrol,Manual,Second,18.5,1197,80,5,2.7
Hyundai,2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25
Maruti,2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25
Hyundai,2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3
Honda,2014,41460,Petrol,Manual,First,18.5,1198,86.8,5,3.95
Hyundai,2009,46946,Petrol,Manual,Second,18.5,1197,80,5,2.35
Ford,2012,72500,Diesel,Manual,First,18.5,1399,68,5,3.12
Maruti,2014,25000,Petrol,Manual,Second,18.5,1197,85.8,5,3.5
Maruti,2012,68000,Petrol,Manual,First,18.5,1197,85.8,5,4.4
Hyundai,2009,30675,Petrol,Manual,First,18.5,1197,80,5,2.25
Hyundai,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5,3.65
Hyundai,2012,38214,Petrol,Manual,Second,18.5,1197,80,5,4.05
Hyundai,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8
Maruti,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65
Hyundai,2011,52359,Petrol,Manual,First,18.5,1197,80,5,3.25
Honda,2015,22000,Petrol,Manual,First,18.5,1198,86.8,5,3.95
Maruti,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5,6.14
Maruti,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5,6.93
Hyundai,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5,4.65
Hyundai,2012,39000,Petrol,Manual,First,18.5,1197,80,5,2.75
Hyundai,2010,38000,Petrol,Manual,First,18.5,1197,80,5,2.23
Hyundai,2012,50000,Petrol,Manual,First,18.5,1197,82.85,5,3.7
Maruti,2011,150000,Petrol,Manual,First,18.5,1197,85.8,5,2.5
Hyundai,2010,45000,Petrol,Manual,First,18.5,1197,80,5,1.9
Hyundai,2014,44612,Petrol,Manual,First,18.5,1197,80,5,4.07
Hyundai,2010,52000,Petrol,Manual,First,18.5,1197,80,5,3.65
Hyundai,2013,445000,Petrol,Manual,First,18.5,1197,82.9,5,4.45
Hyundai,2011,36000,Petrol,Manual,First,18.5,1197,80,5,2.5
Hyundai,2013,59000,Petrol,Manual,Second,18.5,1197,80,5,4.1
Hyundai,2010,95000,Petrol,Manual,Second,18.5,1197,80,5,2.8
Hyundai,2010,57500,Petrol,Manual,First,18.5,1197,80,5,2.75
Maruti,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,4.06
Hyundai,2010,58000,Petrol,Manual,Second,18.5,1197,80,5,2.5
Hyundai,2015,14925,Petrol,Manual,First,18.5,1197,82.9,5,5.37
Hyundai,2013,62132,Petrol,Manual,First,18.5,1197,82.85,5,4.57
Maruti,2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,3.19
Hyundai,2013,56127,Petrol,Manual,First,18.5,1197,80,5,5.15
Hyundai,2009,69000,Petrol,Manual,Second,18.5,1197,80,5,2.4
Hyundai,2011,63991,Petrol,Manual,First,18.5,1197,80,5,3.61
Hyundai,2014,42315,Petrol,Manual,First,18.5,1197,82.9,5,4.79
Honda,2012,40315,Petrol,Manual,First,18.5,1198,86.8,5,2.75
Hyundai,2010,80561,Petrol,Manual,First,18.5,1197,80,5,2.74
Hyundai,2014,68010,Petrol,Manual,Second,18.5,1197,82.85,5,5.25
Honda,2013,33746,Petrol,Manual,First,18.5,1198,86.8,5,3.2
Audi,2017,31000,Diesel,Automatic,First,18.51,1968,147.51,5,27
Audi,2018,22060,Diesel,Automatic,First,18.51,1968,147.51,5,32.73
Audi,2014,56000,Diesel,Automatic,Second,18.53,1968,187.74,5,29.5
Audi,2014,48000,Diesel,Automatic,First,18.53,1968,187.74,5,29
Audi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24
Audi,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25
Audi,2012,27090,Diesel,Automatic,First,18.53,1968,187.74,5,16.5
Audi,2017,36824,Diesel,Automatic,First,18.53,1968,187.74,5,39.84
Audi,2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5,35.5
BMW,2015,65000,Diesel,Automatic,Second,18.56,1995,190,5,29
BMW,2009,58000,Diesel,Automatic,First,18.56,1995,190,5,17.98
BMW,2017,36935,Diesel,Automatic,First,18.56,1995,190,5,32.64
BMW,2017,41816,Diesel,Automatic,First,18.56,1995,190,5,32.78
BMW,2017,36723,Diesel,Automatic,First,18.56,1995,190,5,32.57
BMW,2013,98000,Diesel,Automatic,First,18.56,1995,190,5,17.5
BMW,2018,1400,Diesel,Automatic,First,18.56,1995,190,5,61.25
BMW,2016,27000,Diesel,Automatic,First,18.59,2993,265,5,48
BMW,2010,58000,Diesel,Automatic,First,18.59,2993,265,5,11.75
Hyundai,2016,61012,Petrol,Manual,First,18.6,1197,81.83,5,6
Hyundai,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5,6.27
Hyundai,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66
Hyundai,2017,26185,Petrol,Manual,First,18.6,1197,81.83,5,7.98
Hyundai,2016,6800,Petrol,Manual,First,18.6,1197,81.83,5,7.2
Maruti,2013,49000,Petrol,Manual,First,18.6,1197,85.8,5,4.45
Hyundai,2016,42362,Petrol,Manual,First,18.6,1197,81.83,5,6.15
Hyundai,2016,21000,Petrol,Manual,First,18.6,1197,81.83,5,6.3
Hyundai,2018,19500,Petrol,Manual,First,18.6,1197,81.83,5,5.85
Hyundai,2018,11000,Petrol,Manual,First,18.6,1197,81.83,5,6.35
Hyundai,2015,37000,Petrol,Manual,Second,18.6,1197,81.83,5,5.25
Hyundai,2017,58620,Petrol,Manual,First,18.6,1197,81.83,5,7.14
Maruti,2014,33372,Petrol,Manual,Second,18.6,1197,85.8,5,6.21
Hyundai,2018,15985,Petrol,Manual,First,18.6,1197,81.83,5,7.77
Hyundai,2014,70089,Petrol,Manual,First,18.6,1197,81.83,5,5.35
Maruti,2013,61110,Petrol,Manual,First,18.6,1197,85.8,5,4.57
Maruti,2013,32953,Petrol,Manual,First,18.6,1197,85.8,5,4.65
Hyundai,2018,5000,Petrol,Manual,First,18.6,1197,81.83,5,6.5
Hyundai,2017,18673,Petrol,Manual,First,18.6,1197,81.83,5,6.22
Hyundai,2015,42575,Petrol,Manual,First,18.6,1197,81.83,5,5.05
Hyundai,2017,13460,Petrol,Manual,First,18.6,1197,81.86,5,8.91
Maruti,2012,42000,Petrol,Manual,Third,18.6,1197,85.8,5,4.5
Maruti,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,6.26
Hyundai,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,7.8
Hyundai,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,6.25
Hyundai,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,8.34
Hyundai,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,6.95
Hyundai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,6.75
Hyundai,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27
Hyundai,2017,59450,Petrol,Manual,First,18.6,1197,81.86,5,7.53
Maruti,2012,15000,Petrol,Manual,First,18.6,1197,85.8,5,3.65
Hyundai,2016,30292,Petrol,Manual,First,18.6,1197,81.83,5,6.3
Hyundai,2015,50000,Petrol,Manual,First,18.6,1197,81.83,5,4.95
Hyundai,2016,61823,Petrol,Manual,First,18.6,1197,81.83,5,6.14
Ford,2015,69749,Diesel,Manual,First,18.6,1388,67,5,3.82
Hyundai,2017,14001,Petrol,Manual,First,18.6,1197,81.83,5,5.75
Hyundai,2016,20600,Petrol,Manual,First,18.6,1197,81.83,5,5.4
Hyundai,2016,38000,Petrol,Manual,First,18.6,1197,81.83,5,5.95
Hyundai,2016,17560,Petrol,Manual,First,18.6,1197,81.83,5,7.21
Hyundai,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,7.5
Maruti,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5,4.2
Hyundai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
Hyundai,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8
Hyundai,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95
Hyundai,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95
Hyundai,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3
Maruti,2015,62088,Petrol,Manual,First,18.6,1197,85.8,5,4.15
Maruti,2013,60000,Petrol,Manual,First,18.6,1197,85.8,5,3.15
Hyundai,2018,11691,Petrol,Manual,First,18.6,1197,81.83,5,8.9
Hyundai,2016,13460,Petrol,Manual,First,18.6,1197,81.86,5,6.45
Hyundai,2016,30292,Petrol,Manual,First,18.6,1197,81.86,5,6.1
Hyundai,2017,12000,Petrol,Manual,First,18.6,1197,81.83,5,7.75
Hyundai,2015,25000,Petrol,Manual,First,18.6,1197,81.83,5,5.65
Hyundai,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5,6.72
Maruti,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5,3.91
Hyundai,2018,20632,Petrol,Manual,First,18.6,1197,81.83,5,7.58
Hyundai,2017,3900,Petrol,Manual,First,18.6,1197,81.83,5,6.45
Hyundai,2017,51612,Petrol,Manual,First,18.6,1197,81.83,5,7.11
Hyundai,2017,5000,Petrol,Manual,First,18.6,1197,81.83,5,6.95
Hyundai,2015,35000,Petrol,Manual,First,18.6,1197,81.83,5,4.43
Hyundai,2018,17000,Petrol,Manual,First,18.6,1197,81.83,5,6.5
Hyundai,2016,6000,Petrol,Manual,First,18.6,1197,81.83,5,5.95
Hyundai,2016,40310,Petrol,Manual,First,18.6,1197,81.83,5,7.09
Hyundai,2015,40901,Petrol,Manual,First,18.6,1197,81.83,5,5.76
Hyundai,2015,21000,Petrol,Manual,First,18.6,1197,81.83,5,4.9
Hyundai,2016,56911,Petrol,Manual,First,18.6,1197,81.86,5,6.54
Hyundai,2016,37540,Petrol,Manual,First,18.6,1197,81.86,5,6.22
Hyundai,2017,17431,Petrol,Manual,First,18.6,1197,81.83,5,6
Hyundai,2018,18553,Petrol,Manual,First,18.6,1197,81.86,5,7.93
Hyundai,2017,14064,Petrol,Manual,First,18.6,1197,81.83,5,6.59
Ford,2014,61000,Diesel,Manual,First,18.6,1388,67,5,2.98
Maruti,2011,53080,Petrol,Manual,First,18.6,1197,85.8,5,4.4
Hyundai,2018,14223,Petrol,Manual,First,18.6,1197,81.86,5,7.32
Hyundai,2017,37460,Petrol,Manual,First,18.6,1197,81.86,5,6.28
Hyundai,2015,36000,Petrol,Manual,Second,18.6,1197,81.83,5,4.95
Hyundai,2016,16725,Petrol,Manual,First,18.6,1197,81.83,5,6.79
Hyundai,2016,57000,Petrol,Manual,First,18.6,1197,81.83,5,6
Hyundai,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5,5.75
Hyundai,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,8.78
Hyundai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,5.6
Hyundai,2016,32450,Petrol,Manual,First,18.6,1197,81.83,5,5.75
Hyundai,2015,35441,Petrol,Manual,First,18.6,1197,81.83,5,6.87
Maruti,2013,52000,Petrol,Manual,First,18.6,1197,85.8,5,3.95
Hyundai,2015,41000,Petrol,Manual,First,18.6,1197,81.83,5,4.75
Hyundai,2018,48407,Petrol,Manual,First,18.6,1197,81.83,5,7.65
Hyundai,2016,19000,Petrol,Manual,First,18.6,1197,81.83,5,7.25
Hyundai,2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
Hyundai,2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,5.5
Hyundai,2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,6.5
Hyundai,2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5,5.65
Hyundai,2017,9000,Petrol,Manual,First,18.6,1197,81.83,5,6.85
Hyundai,2019,12800,Petrol,Manual,First,18.6,1197,81.83,5,7.67
Hyundai,2015,36000,Petrol,Manual,First,18.6,1197,81.83,5,4.9
Hyundai,2016,11000,Petrol,Manual,First,18.6,1197,81.86,5,7.95
Hyundai,2015,42000,Petrol,Manual,Second,18.6,1197,81.83,5,5.8
Hyundai,2017,14618,Petrol,Manual,First,18.6,1197,81.83,5,8.11
